customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2957-CUST,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),114.41,781.9,Yes
2958-CUST,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,86.65,342.34,Yes
2959-CUST,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,43.68,2944.0,No
2960-CUST,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.41,97.01,Yes
2961-CUST,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,71.54,3548.89,No
2962-CUST,Female,1,Yes,No,65,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,92.2,5975.44,No
2963-CUST,Female,0,No,Yes,11,Yes,No,DSL,Yes,No internet service,No,No,No,No,One year,Yes,Electronic check,20.67,221.32,No
2964-CUST,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,58.69,2478.31,Yes
2965-CUST,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,83.27,4169.87,Yes
2966-CUST,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.99,2126.63,Yes
2967-CUST,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.83,2951.94,No
2968-CUST,Male,0,No,No,61,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),22.14,1251.42,No
2969-CUST,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Electronic check,99.65,6238.09,No
2970-CUST,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,82.35,79.18,Yes
2971-CUST,Female,0,Yes,No,25,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,27.78,652.94,No
2972-CUST,Male,0,No,No,13,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,106.19,1273.53,No
2973-CUST,Male,0,No,Yes,56,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,81.62,4355.61,No
2974-CUST,Male,1,Yes,Yes,31,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,104.43,3089.51,Yes
2975-CUST,Male,0,Yes,No,61,No,Yes,No,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,103.06,5775.95,No
2976-CUST,Female,0,No,No,29,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),88.59,2318.88,Yes
2977-CUST,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,Yes,Electronic check,47.22,559.66,No
2978-CUST,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),96.76,3455.64,No
2979-CUST,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,51.52,1521.97,Yes
2980-CUST,Male,1,No,No,36,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.81,1800.29,No
2981-CUST,Female,1,Yes,No,44,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.04,3650.65,Yes
2982-CUST,Male,0,No,No,58,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),110.37,6033.22,No
2983-CUST,Male,0,Yes,No,27,No,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.52,1663.39,Yes
2984-CUST,Female,0,No,No,60,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,75.3,4188.34,No
2985-CUST,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),40.99,680.46,No
2986-CUST,Female,0,No,No,42,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,86.35,3418.09,Yes
2987-CUST,Male,0,No,No,58,No,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,49.42,2710.56,Yes
2988-CUST,Male,1,Yes,No,15,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,108.5,1500.01,No
2989-CUST,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,18.19,1221.69,No
2990-CUST,Female,1,No,Yes,43,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Two year,No,Mailed check,66.8,2683.35,No
2991-CUST,Female,0,No,No,65,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,102.82,6592.51,Yes
2992-CUST,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),47.97,407.46,Yes
2993-CUST,Female,1,Yes,No,46,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.47,2905.15,No
2994-CUST,Female,0,Yes,No,18,Yes,No,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,28.79,510.37,No
2995-CUST,Male,0,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),29.83,1375.34,No
2996-CUST,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.0,903.96,Yes
2997-CUST,Male,0,Yes,No,62,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),100.43,5753.3,No
2998-CUST,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,No,Electronic check,24.17,326.9,No
2999-CUST,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,39.75,1952.29,Yes
3000-CUST,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.93,2035.55,No
3001-CUST,Female,1,No,Yes,58,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),115.75,6283.95,Yes
3002-CUST,Female,0,Yes,No,38,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,27.78,1052.09,No
3003-CUST,Female,1,No,No,66,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.89,5746.01,No
3004-CUST,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,80.37,5313.82,No
3005-CUST,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),60.87,3396.51,No
3006-CUST,Female,0,No,No,49,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,47.9,2165.97,No
3007-CUST,Male,0,No,No,52,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),56.23,2700.13,Yes
3008-CUST,Female,1,Yes,No,45,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),61.13,2521.98,No
3009-CUST,Male,0,Yes,No,51,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.29,5223.06,Yes
3010-CUST,Female,0,No,No,28,Yes,No,DSL,No internet service,Yes,No,No,No,No,One year,Yes,Credit card (automatic),118.57,3228.05,No
3011-CUST,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,115.58,439.11,Yes
3012-CUST,Male,0,Yes,No,66,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),32.92,2081.84,No
3013-CUST,Male,1,Yes,Yes,39,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,20.96,762.1,No
3014-CUST,Female,1,No,No,71,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,39.7,2625.15,Yes
3015-CUST,Female,0,Yes,No,1,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,48.97,48.3,Yes
3016-CUST,Male,0,Yes,No,67,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Mailed check,64.87,4141.71,No
3017-CUST,Male,0,Yes,No,61,Yes,No phone service,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.27,3998.05,Yes
3018-CUST,Female,0,Yes,Yes,57,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,55.81,3108.28,No
3019-CUST,Male,1,Yes,No,68,No,No,DSL,Yes,Yes,Yes,No internet service,No,No,One year,No,Electronic check,112.25,7252.17,No
3020-CUST,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.94,4750.02,Yes
3021-CUST,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.82,2806.54,Yes
3022-CUST,Female,0,No,No,13,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,76.87,995.1,Yes
3023-CUST,Female,1,No,No,14,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),74.93,999.44,No
3024-CUST,Male,0,No,No,5,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.01,304.68,Yes
3025-CUST,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.81,868.53,No
3026-CUST,Male,0,No,No,45,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,113.81,5026.61,Yes
3027-CUST,Male,0,Yes,No,62,No,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,77.97,4740.24,No
3028-CUST,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),60.32,614.7,Yes
3029-CUST,Male,0,No,No,40,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,67.95,2618.97,No
3030-CUST,Male,0,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,112.8,1897.76,Yes
3031-CUST,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No,No,No internet service,No,No,One year,Yes,Mailed check,53.24,50.03,Yes
3032-CUST,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),119.75,2225.07,Yes
3033-CUST,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),57.55,442.36,No
3034-CUST,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,98.8,1810.79,No
3035-CUST,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),24.94,170.28,No
3036-CUST,Male,0,No,Yes,38,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.72,2114.68,Yes
3037-CUST,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,32.96,1176.5,No
3038-CUST,Male,1,No,No,28,No,Yes,No,No,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),47.77,1238.75,No
3039-CUST,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,59.32,1999.77,No
3040-CUST,Male,0,Yes,Yes,37,Yes,No,No,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),75.1,2578.51,No
3041-CUST,Female,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,32.21,1073.99,No
3042-CUST,Male,0,No,No,67,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,63.24,3920.19,No
3043-CUST,Male,0,Yes,No,2,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),113.0,225.55,Yes
3044-CUST,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.77,759.04,Yes
3045-CUST,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,24.91,707.16,No
3046-CUST,Female,0,Yes,No,46,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Electronic check,38.04,1679.7,No
3047-CUST,Female,0,No,Yes,62,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,99.75,5722.95,Yes
3048-CUST,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),49.18,1140.95,No
3049-CUST,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,104.6,4291.79,Yes
3050-CUST,Female,0,Yes,No,43,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48.69,1898.97,No
3051-CUST,Male,0,Yes,No,37,No,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.02,2679.09,Yes
3052-CUST,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,77.78,2075.42,Yes
3053-CUST,Female,1,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.67,4483.53,Yes
3054-CUST,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),93.7,4331.69,Yes
3055-CUST,Male,0,Yes,No,18,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,119.58,2005.9,Yes
3056-CUST,Male,0,No,No,34,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,18.7,584.62,No
3057-CUST,Female,1,Yes,No,47,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),97.09,4389.56,No
3058-CUST,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.49,5693.68,Yes
3059-CUST,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.79,1075.05,No
3060-CUST,Female,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.09,88.37,Yes
3061-CUST,Female,1,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.11,2524.88,No
3062-CUST,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,39.44,1968.35,Yes
3063-CUST,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,79.46,5337.26,Yes
3064-CUST,Female,0,Yes,No,50,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,Two year,No,Mailed check,36.47,1740.99,No
3065-CUST,Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.58,3993.94,Yes
3066-CUST,Male,0,Yes,No,20,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),98.5,1905.68,Yes
3067-CUST,Male,0,No,No,0,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),117.33,0.0,Yes
3068-CUST,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Mailed check,63.06,3098.33,No
3069-CUST,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,No,Electronic check,54.78,266.27,Yes
3070-CUST,Male,0,No,No,61,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,99.66,5988.29,No
3071-CUST,Female,0,Yes,No,46,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.07,1936.6,No
3072-CUST,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.96,3113.64,No
3073-CUST,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,37.11,1097.98,Yes
3074-CUST,Male,1,No,No,63,No,Yes,No,No internet service,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),97.69,5822.35,No
3075-CUST,Female,0,Yes,No,28,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.66,1532.94,No
3076-CUST,Female,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,79.6,1108.13,No
3077-CUST,Male,1,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,34.44,1856.97,No
3078-CUST,Male,0,No,No,22,No,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,113.6,2380.72,No
3079-CUST,Male,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),118.89,4309.7,No
3080-CUST,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),57.84,2132.32,No
3081-CUST,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,103.91,1337.63,Yes
3082-CUST,Female,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.81,64.03,Yes
3083-CUST,Male,0,No,Yes,0,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.12,0.0,Yes
3084-CUST,Female,0,No,No,10,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,101.47,976.44,Yes
3085-CUST,Male,0,Yes,Yes,59,No,Yes,No,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),73.99,4137.54,No
3086-CUST,Female,1,Yes,Yes,64,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,76.33,4468.47,No
3087-CUST,Female,0,Yes,Yes,3,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,97.91,292.62,Yes
3088-CUST,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),43.33,974.25,No
3089-CUST,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,36.16,2393.33,No
3090-CUST,Female,0,No,No,42,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,93.59,3900.69,Yes
3091-CUST,Female,0,No,No,39,Yes,Yes,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),68.09,2442.79,No
3092-CUST,Male,0,No,No,43,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,108.44,4203.48,Yes
3093-CUST,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),119.27,7942.33,No
3094-CUST,Male,0,No,No,58,No,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,105.08,5979.34,Yes
3095-CUST,Female,0,Yes,No,22,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),37.19,738.59,No
3096-CUST,Female,0,No,No,61,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,63.33,3800.41,No
3097-CUST,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,84.37,1712.45,No
3098-CUST,Female,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),48.07,2661.46,Yes
3099-CUST,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),103.54,5286.99,Yes
3100-CUST,Male,0,No,No,32,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),63.55,1852.67,No
3101-CUST,Male,0,Yes,No,62,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.14,1707.35,Yes
3102-CUST,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,42.37,2310.3,Yes
3103-CUST,Female,1,No,Yes,60,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),78.75,4389.24,No
3104-CUST,Female,0,No,Yes,60,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,No,Mailed check,87.81,5161.95,No
3105-CUST,Male,0,Yes,No,68,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),89.22,5980.65,No
3106-CUST,Female,0,No,No,20,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),34.74,665.0,Yes
3107-CUST,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.98,189.54,Yes
3108-CUST,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,27.87,1268.45,Yes
3109-CUST,Female,0,Yes,No,9,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.43,962.66,Yes
3110-CUST,Male,0,No,Yes,41,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.54,3900.39,Yes
3111-CUST,Male,1,No,No,65,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.55,5307.35,Yes
3112-CUST,Female,1,Yes,Yes,45,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,40.13,1704.65,No
3113-CUST,Female,0,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,32.43,244.31,Yes
3114-CUST,Female,0,Yes,No,48,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,32.94,1506.73,No
3115-CUST,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),41.57,121.54,Yes
3116-CUST,Male,0,Yes,No,59,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),103.19,5554.85,Yes
3117-CUST,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.33,2321.25,Yes
3118-CUST,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),116.74,5081.01,No
3119-CUST,Female,0,No,No,62,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),27.46,1578.03,No
3120-CUST,Female,0,No,No,30,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,89.99,2648.05,No
3121-CUST,Male,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,104.98,4986.13,Yes
3122-CUST,Female,0,No,No,40,Yes,No,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),67.05,2627.43,No
3123-CUST,Male,0,No,No,35,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,24.0,777.95,No
3124-CUST,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.12,3228.93,Yes
3125-CUST,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,81.37,4379.57,Yes
3126-CUST,Female,0,Yes,No,14,No,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,114.2,1598.22,Yes
3127-CUST,Female,1,Yes,Yes,29,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,102.13,2889.06,No
3128-CUST,Male,0,No,No,29,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,73.5,2058.94,No
3129-CUST,Female,0,No,No,26,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,29.56,717.94,Yes
3130-CUST,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),23.66,890.43,No
